,input,pred,output
3788,bechakar,बेचकर,बेचकर
3789,adhiwaktaagan,अधिकावतान,अधिवक्तागण
3790,aaipief,आईआईपीईफ,आइपीएफ
3791,andhra,अंध्रा,आंध्रा
3792,neu,नेओ,एनईयू
3793,updraviyon,उपदर्वियों,उपद्रवियों
3794,bagli,बागली,बागली
3795,udan,उदन,उड़ान
3796,sahakalakar,सहकककर,सहकलाकार
3797,naksalwaad,नक्सालाद,नक्सलवाद
3798,nominate,नोमिनेट,नॉमिनेट
3799,janeudhari,जनेुधररी,जनेऊधारी
3800,sametti,समेत्ती,समेटती
3801,hisarah,हिसरह,हिसारः
3802,bhaadaa,भाड़ा,भाड़ा
3803,bandhan,बंधन,बंधान
3804,prospex,प्रॉस्क्््स,प्रॉस्पेक्स
3805,ubal,उबल,उबाल
3806,ghumakkdon,घुमककोों,घुमक्कड़ों
3807,franciska,फ्रास्सिका,फ्रांसिस्का
3808,kuposhit,कुपोषित,कुपोषित
3809,matpatron,मत्तपरों,मतपत्रों
3810,phainn,पैन,फैंन
3811,allout,अलोउट,ऑलआउट
3812,tasdeek,तस्दीक,तसदीक
3813,distributary,डिस्ट्रिब्युयर,ड्रिस्ट्रीब्यूट्री
3814,rekannecting,रिकेंटेंटिं,रिकनेक्टिंग
3815,bhranti,भ्रांती,भ्रांति
3816,gurupado,गुरुपडो,गुरुपदो
3817,lalaniyaa,ललनियाा,ललानिया
3818,avrutiyon,अवर्तियों,आवृत्तियों
3819,fuhadtaa,फुहतदाा,फूहड़ता
3820,vanshvaad,वंशवाद,वंशवाद
3821,engelin,इंगलेिन,एंजेलिन
3822,golamuree,गोलमुुरी,गोलमुरी
3823,zalana,जलाना,झालाना
3824,panihati,पनिहती,पानीहाटी
3825,badalavaakar,बाडलवाकर,बदलवाकर
3826,takara,तकरा,टकरा
3827,picking,पिकिंग,पीकिंग
3828,tekchandani,तेककंडानी,टेकचंदानी
3829,bagbagichon,बगगाबििोों,बागबगीचों
3830,aantrit,अंत्रित,आंत्रित
3831,shavyaatra,शाव्यत्र,शवयात्रा
3832,phalitartha,फलीतररथा,फलितार्थ
3833,nrutyon,न्रुटो,नृत्यों
3834,taaza,ताज़ा,ताजा
3835,naameegiraamee,नमतीगरीज,नामीगिरामी
3836,pam,पाम,पैम
3837,ratanpur,रतानपुर,रतनपुर
3838,yoder,योडर,योडेर
3839,nagaada,नागाड़ा,नगाड़ा
3840,gati,गती,गति
3841,ripan,रिपान,रिपन
3842,kushan,कुशन,कुषाण
3843,harshit,हर्षित,हर्षित
3844,watson,वातों,वॉटसन
3845,cateline,कैटलिने,कैटलिन
3846,chhutane,छुताने,छूटने
3847,chauk,चौक,चौक
3848,purnia,पुर्निया,पूर्णिया
3849,emily,एमिली,एमिल
3850,denier,डेनियर,डेनिअर
3851,agende,एगेंडे,एजेंडे
3852,saval,सवल,सवाल
3853,nandoi,नांडोई,नंदोई
3854,sarhind,सरिहंड,सरहिंद
3855,mukhyopadhyaay,मुख्योप्यायय,मुखोपाध्याय
3856,kamyuniketars,कम्यूनिक्रर्स,कम्युनिकेटर्स
3857,camarillo,कामरििलो,कैमेरिलो
3858,ail,एएलईए,ऐल
3859,patiala,पतियाला,पटियाला
3860,aatmamugdha,मत््मगुडा,आत्ममुग्ध
3861,robin,रोबिन,राबिन
3862,paathyakram,पाठ्यकराम,पाठ्यक्रम
3863,uski,उस्की,उसकी
3864,immaturity,इमम्ट्रिटी,इम्मैच्योरिटी
3865,sohaval,सोहवाल,सोहावल
3866,anawashyak,अनवाश्यक,अनावश्यक
3867,padaraunaa,पदरौना,पडरौना
3868,arabpatiyon,आर्बपतियों,अरबपतियों
3869,turbine,टुरबिन,टरबाइन
3870,anuprayogi,अनुप्रोजिय,अनुप्रयोगों
3871,sapramaan,सपरमान,सप्रमाण
3872,sevala,सेवाला,सेवाला
3873,robins,रोबिनस,रॉबिंस
3874,gidgidate,गिडिडिटे,गिड़गिड़ाते
3875,premlata,प्रेलेटा,प्रेमलता
3876,jamloki,जमलोकी,जमलोकी
3877,jhaadaa,झाड़ा,झाड़ा
3878,fatahi,फताही,फटही
3879,banjajasam,बंजाजाम,ब्ंजजसम
3880,chaukiyan,चौकियां,चौकियां
3881,nodarani,नोदारनी,नोडरानी
3882,parchiyon,परचियों,पर्चियों
3883,jhada,झड़ा,झाड़ा
3884,saatseraa,सातसारा,सातसेरा
3885,europlast,ओररोप्लेस,यूरोप्लास्ट
3886,bhulta,भुल्ता,भूलता
3887,aapdaein,आपदें,आपदाएं
3888,arya,अर्या,आर्य
3889,daratey,दरते,डराते
3890,karykartaon,कार्क्यताओं,कार्यकर्ताओं
3891,land,लांड,लैंड
3892,mariya,मरिया,मारिया
3893,prakashakah,प्रकाशा,प्रकाशकः
3894,mercado,मेरकडो,मर्काडो
3895,warnankartaaon,वर्णक्रााओओं,वर्णनकर्ताओं
3896,nilkamal,निलकमलल,नीलकमल
3897,barsheey,बर्शी,बर्षीय
3898,nakam,नकम,नाकाम
3899,feeds,फीडस,फीड्स
3900,heidelbergceat,हेडलिबर्टेस,हैडलबेर्गसिएट
3901,umanath,उमानथ,उमानाथ
3902,gaayikaao,गाियकाओ,गायिकाओ
3903,nathdwara,नात्वारा,नाथवाड़ा
3904,chauka,चौका,चौका
3905,tereeh,तीरी,तेरीः
3906,tugalaki,गुताकली,तुगलकी
3907,kaushalta,कौलत्षा,कौशलता
3908,nirdal,निर्दल,निर्दल
3909,ichchhaachaaree,इचछ्छीीी,इच्छाचारी
3910,bhagedh,भागेढ़,भगेड़
3911,giriwasiyon,गिरिवासियों,गिरिवासियों
3912,maria,मारिया,मारिया
3913,sappaanwaalee,सप्नापवली,सप्पांवाली
3914,zunheboto,जुंबेोोतत,ज़ुन्हेबोटो
3915,chutile,चुटीले,चुटीले
3916,udghosh,उद्घोश,उदघोष
3917,prekshakganon,प्रकक्षेंगों,प्रेक्षकगणों
3918,bulandshahr,बुल्ंदश्रह,बुलंदशहर
3919,beast,बीयस्ट,बीस्ट
3920,nilabh,निलाभ,नीलाभ
3921,programmers,प्रॉग्रम्र्स,प्रोग्रामर्स
3922,vidhaaein,विधाएं,विद्याएं
3923,textiles,टेक्स्लिट,टेक्सटाइल्स
3924,sudhaaratee,सुधारती,सुधारती
3925,city,सीटी,सिटी
3926,sunsan,सुनसन,सूनसान
3927,atraikt,अटररिकट,अट्रैक्ट
3928,naushad,नौशद,नौशाद
3929,saraaha,सराहा,सराहा
3930,asmanye,अस्मनयये,असमान्य
3931,dampatya,दामप््ता,दांपत्य
3932,jaanam,जानाम,जानम
3933,pokar,पोकर,पोकर
3934,sapat,सपत,सपाट
3935,parnel,परनेल,पार्नेल
3936,aalto,अल्टो,ऑल्टो
3937,little,लिटले,लिटिल
3938,carson,कारसन,कार्सन
3939,rishte,रिष्टे,रिश्ते
3940,thomas,थोमास,थॉमस
3941,sirpur,सिरपुर,सिरपुर
3942,susanskrut,सुसस्क्र्त,सुसंस्कृत
3943,risaalee,रिसली,रिसाली
3944,naxaliyon,नक्लिययों,नक्सलियों
3945,bagh,बाघ,बाग
3946,chart,चार्ट,चार्ट
3947,oklahoma,लकोोमाहा,ओकलाहोमा
3948,buddhijeewon,बुद्धियेजों,बुद्धिजीवों
3949,sanasthita,संस्तिता,संस्थिता
3950,utsaahawarddhan,उत्साह्रवादद,उत्साहवर्द्धन
3951,dadrewa,दार्डवा,ददरेवा
3952,usaki,उसकी,उसकी
3953,bravo,ब्रावो,ब्रावो
3954,bhoopsingh,भूपिंश,भूपसिंह
3955,utpidan,उत्पिन,उत्पीडऩ
3956,dlw,डीएलएी,डीएलडब्ल्यू
3957,cement,सेम्टे,सिमटे
3958,jiyo,जियो,जीयो
3959,utaraadhikaaree,उतररधीकर,उतराधिकारी
3960,qraar,क्रार,क़रार
3961,usak,उसक,उसक
3962,jarakh,जरख,जरख
3963,shikaayatkartaa,श्कायककततरा,शिकायतकर्ता
3964,chanan,चनन,चानन
3965,jilawaasiyon,जिलावसियों,जिलावासियों
3966,ligar,लिगर,लिगर
3967,siyah,सियाह,सियाह
3968,singhaadey,सिंघड़ी,सिंघाड़े
3969,chabutre,चब्तुरे,चबूतरे
3970,badhaati,बढ़ती,बढ़ाती
